,site_id,transect,a_b,site,reserve,habitat,sample_date,sample_year,depth,depth_category,season,visibility,factor_visibility,observer,species,size,distance,date_id,taxonomy_group,long,lat,tag,a,b,fish_weight,norm_wt,Diet
3908,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Siganus luridus,10,2,19295,fish,35.092,33.073,Achziv104Fall2022,0.011,3.04,12.06126016,0.114942871,H
3909,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Siganus luridus,10,2,19295,fish,35.092,33.073,Achziv104Fall2022,0.011,3.04,12.06126016,0.114942871,H
3910,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Parupeneus forsskali,5,1.5,19295,fish,35.092,33.073,Achziv104Fall2022,0.007,3.1699,1.150172704,0.003228163,Mi
3911,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Parupeneus forsskali,5,1.5,19295,fish,35.092,33.073,Achziv104Fall2022,0.007,3.1699,1.150172704,0.003228163,Mi
3912,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Parupeneus forsskali,5,1.5,19295,fish,35.092,33.073,Achziv104Fall2022,0.007,3.1699,1.150172704,0.003228163,Mi
3913,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Siganus luridus,10,5,19295,fish,35.092,33.073,Achziv104Fall2022,0.011,3.04,12.06126016,0.114942871,H
3914,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Sparisoma cretense,6,3,19295,fish,35.092,33.073,Achziv104Fall2022,0.00568,3.311,2.141939135,0.004363129,H
3915,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Sparisoma cretense,6,3,19295,fish,35.092,33.073,Achziv104Fall2022,0.00568,3.311,2.141939135,0.004363129,H
3916,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Sparisoma cretense,8,3,19295,fish,35.092,33.073,Achziv104Fall2022,0.00568,3.311,5.552381297,0.012088621,H
3917,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Parupeneus forsskali,4,2,19295,fish,35.092,33.073,Achziv104Fall2022,0.007,3.1699,0.566980348,0.001496481,Mi
3918,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Parupeneus forsskali,4,2,19295,fish,35.092,33.073,Achziv104Fall2022,0.007,3.1699,0.566980348,0.001496481,Mi
3919,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Parupeneus forsskali,4,2,19295,fish,35.092,33.073,Achziv104Fall2022,0.007,3.1699,0.566980348,0.001496481,Mi
3920,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Serranus scriba,12,0,19295,fish,35.092,33.073,Achziv104Fall2022,0.0095,3.122,22.2293854,0.183925581,Ma
3921,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3922,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3923,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3924,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3925,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3926,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3927,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3928,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3929,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3930,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3931,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3932,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3933,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3934,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3935,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3936,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3937,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3938,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3939,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3940,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Chromis chromis,6,4,19295,fish,35.092,33.073,Achziv104Fall2022,0.0147,3.0513,3.480889565,0.119086845,PK
3941,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Parupeneus forsskali,4,3,19295,fish,35.092,33.073,Achziv104Fall2022,0.007,3.1699,0.566980348,0.001496481,Mi
3942,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Parupeneus forsskali,5,3,19295,fish,35.092,33.073,Achziv104Fall2022,0.007,3.1699,1.150172704,0.003228163,Mi
3943,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Siganus luridus,10,3,19295,fish,35.092,33.073,Achziv104Fall2022,0.011,3.04,12.06126016,0.114942871,H
3944,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Siganus luridus,10,3,19295,fish,35.092,33.073,Achziv104Fall2022,0.011,3.04,12.06126016,0.114942871,H
3945,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Siganus luridus,10,3,19295,fish,35.092,33.073,Achziv104Fall2022,0.011,3.04,12.06126016,0.114942871,H
3946,Achziv10,4,a,Achziv,R,Rocky,30/10/2022,2022,10,10,Fall,10,0.333333333,SE,Siganus luridus,10,3,19295,fish,35.092,33.073,Achziv104Fall2022,0.011,3.04,12.06126016,0.114942871,H
3947,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Siganus luridus,8,2,18017,fish,35.092,33.073,Achziv102Spring2019,0.011,3.04,6.120490746,0.054605159,H
3948,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Siganus luridus,8,2,18017,fish,35.092,33.073,Achziv102Spring2019,0.011,3.04,6.120490746,0.054605159,H
3949,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Siganus luridus,8,2,18017,fish,35.092,33.073,Achziv102Spring2019,0.011,3.04,6.120490746,0.054605159,H
3950,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Siganus luridus,8,2,18017,fish,35.092,33.073,Achziv102Spring2019,0.011,3.04,6.120490746,0.054605159,H
3951,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Chromis chromis,6,1.5,18017,fish,35.092,33.073,Achziv102Spring2019,0.0147,3.0513,3.480889565,0.119086845,PK
3952,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Chromis chromis,6,1.5,18017,fish,35.092,33.073,Achziv102Spring2019,0.0147,3.0513,3.480889565,0.119086845,PK
3953,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Chromis chromis,6,1.5,18017,fish,35.092,33.073,Achziv102Spring2019,0.0147,3.0513,3.480889565,0.119086845,PK
3954,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Chromis chromis,6,1.5,18017,fish,35.092,33.073,Achziv102Spring2019,0.0147,3.0513,3.480889565,0.119086845,PK
3955,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Epinephelus marginatus,20,1.5,18017,fish,35.092,33.073,Achziv102Spring2019,0.0127,3.085,131.0633479,0.006880909,FC
3956,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Epinephelus marginatus,15,1.5,18017,fish,35.092,33.073,Achziv102Spring2019,0.0127,3.085,53.95668445,0.002775747,FC
3957,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Mycteroperca rubra,30,3,18017,fish,35.092,33.073,Achziv102Spring2019,0.008,3.065,269.4428309,0.034415215,FC
3958,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Siganus luridus,15,5,18017,fish,35.092,33.073,Achziv102Spring2019,0.011,3.04,41.37234263,0.412642298,H
3959,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Siganus luridus,15,5,18017,fish,35.092,33.073,Achziv102Spring2019,0.011,3.04,41.37234263,0.412642298,H
3960,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Siganus luridus,15,5,18017,fish,35.092,33.073,Achziv102Spring2019,0.011,3.04,41.37234263,0.412642298,H
3961,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Siganus luridus,15,5,18017,fish,35.092,33.073,Achziv102Spring2019,0.011,3.04,41.37234263,0.412642298,H
3962,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Siganus luridus,15,5,18017,fish,35.092,33.073,Achziv102Spring2019,0.011,3.04,41.37234263,0.412642298,H
3963,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Siganus luridus,15,5,18017,fish,35.092,33.073,Achziv102Spring2019,0.011,3.04,41.37234263,0.412642298,H
3964,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Siganus luridus,15,5,18017,fish,35.092,33.073,Achziv102Spring2019,0.011,3.04,41.37234263,0.412642298,H
3965,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Siganus luridus,15,5,18017,fish,35.092,33.073,Achziv102Spring2019,0.011,3.04,41.37234263,0.412642298,H
3966,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Siganus luridus,15,5,18017,fish,35.092,33.073,Achziv102Spring2019,0.011,3.04,41.37234263,0.412642298,H
3967,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Siganus luridus,15,5,18017,fish,35.092,33.073,Achziv102Spring2019,0.011,3.04,41.37234263,0.412642298,H
3968,Achziv10,2,a,Achziv,R,Rocky,01/05/2019,2019,10,10,Spring,9,0.37037037,SE,Epinephelus costae,20,2,18017,fish,35.092,33.073,Achziv102Spring2019,0.0176,2.885,99.76637795,0.017995764,Ma
3969,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Epinephelus marginatus,25,1,16930,fish,35.092,33.073,Achziv102Spring2016,0.0127,3.085,260.8847227,0.013792604,FC
3970,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Siganus rivulatus,15,4,16930,fish,35.092,33.073,Achziv102Spring2016,0.0075,3.203,43.86130673,NA,H
3971,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Siganus rivulatus,15,4,16930,fish,35.092,33.073,Achziv102Spring2016,0.0075,3.203,43.86130673,NA,H
3972,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Siganus rivulatus,15,4,16930,fish,35.092,33.073,Achziv102Spring2016,0.0075,3.203,43.86130673,NA,H
3973,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Siganus rivulatus,15,4,16930,fish,35.092,33.073,Achziv102Spring2016,0.0075,3.203,43.86130673,NA,H
3974,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Siganus rivulatus,15,4,16930,fish,35.092,33.073,Achziv102Spring2016,0.0075,3.203,43.86130673,NA,H
3975,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Siganus rivulatus,15,4,16930,fish,35.092,33.073,Achziv102Spring2016,0.0075,3.203,43.86130673,NA,H
3976,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Sargocentron rubrum,15,2,16930,fish,35.092,33.073,Achziv102Spring2016,0.01801,3.015,63.30366564,0.026036638,Ma
3977,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Sargocentron rubrum,15,2,16930,fish,35.092,33.073,Achziv102Spring2016,0.01801,3.015,63.30366564,0.026036638,Ma
3978,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Siganus rivulatus,10,3,16930,fish,35.092,33.073,Achziv102Spring2016,0.0075,3.203,11.9690936,NA,H
3979,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Siganus rivulatus,10,3,16930,fish,35.092,33.073,Achziv102Spring2016,0.0075,3.203,11.9690936,NA,H
3980,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Siganus rivulatus,10,3,16930,fish,35.092,33.073,Achziv102Spring2016,0.0075,3.203,11.9690936,NA,H
3981,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Siganus luridus,12,4,16930,fish,35.092,33.073,Achziv102Spring2016,0.011,3.04,20.99440994,0.205672839,H
3982,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Siganus luridus,12,4,16930,fish,35.092,33.073,Achziv102Spring2016,0.011,3.04,20.99440994,0.205672839,H
3983,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,8,3,16930,fish,35.092,33.073,Achziv102Spring2016,0.0147,3.0513,8.373669429,0.288948629,PK
3984,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,8,3,16930,fish,35.092,33.073,Achziv102Spring2016,0.0147,3.0513,8.373669429,0.288948629,PK
3985,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,8,3,16930,fish,35.092,33.073,Achziv102Spring2016,0.0147,3.0513,8.373669429,0.288948629,PK
3986,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,8,3,16930,fish,35.092,33.073,Achziv102Spring2016,0.0147,3.0513,8.373669429,0.288948629,PK
3987,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,8,3,16930,fish,35.092,33.073,Achziv102Spring2016,0.0147,3.0513,8.373669429,0.288948629,PK
3988,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,8,3,16930,fish,35.092,33.073,Achziv102Spring2016,0.0147,3.0513,8.373669429,0.288948629,PK
3989,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,8,3,16930,fish,35.092,33.073,Achziv102Spring2016,0.0147,3.0513,8.373669429,0.288948629,PK
3990,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,8,3,16930,fish,35.092,33.073,Achziv102Spring2016,0.0147,3.0513,8.373669429,0.288948629,PK
3991,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,8,3,16930,fish,35.092,33.073,Achziv102Spring2016,0.0147,3.0513,8.373669429,0.288948629,PK
3992,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,8,3,16930,fish,35.092,33.073,Achziv102Spring2016,0.0147,3.0513,8.373669429,0.288948629,PK
3993,Achziv10,2,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Epinephelus marginatus,15,5,16930,fish,35.092,33.073,Achziv102Spring2016,0.0127,3.085,53.95668445,0.002775747,FC
3994,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Coris julis,10,2,16930,fish,35.092,33.073,Achziv103Spring2016,0.0068,3.1178,8.918851085,0.002766623,Ma
3995,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Coris julis,10,2,16930,fish,35.092,33.073,Achziv103Spring2016,0.0068,3.1178,8.918851085,0.002766623,Ma
3996,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Coris julis,10,2,16930,fish,35.092,33.073,Achziv103Spring2016,0.0068,3.1178,8.918851085,0.002766623,Ma
3997,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Coris julis,10,2,16930,fish,35.092,33.073,Achziv103Spring2016,0.0068,3.1178,8.918851085,0.002766623,Ma
3998,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Coris julis,10,2,16930,fish,35.092,33.073,Achziv103Spring2016,0.0068,3.1178,8.918851085,0.002766623,Ma
3999,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Coris julis,10,2,16930,fish,35.092,33.073,Achziv103Spring2016,0.0068,3.1178,8.918851085,0.002766623,Ma
4000,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Coris julis,10,2,16930,fish,35.092,33.073,Achziv103Spring2016,0.0068,3.1178,8.918851085,0.002766623,Ma
4001,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Coris julis,10,2,16930,fish,35.092,33.073,Achziv103Spring2016,0.0068,3.1178,8.918851085,0.002766623,Ma
4002,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Coris julis,10,2,16930,fish,35.092,33.073,Achziv103Spring2016,0.0068,3.1178,8.918851085,0.002766623,Ma
4003,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Coris julis,10,2,16930,fish,35.092,33.073,Achziv103Spring2016,0.0068,3.1178,8.918851085,0.002766623,Ma
4004,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Coris julis,10,2,16930,fish,35.092,33.073,Achziv103Spring2016,0.0068,3.1178,8.918851085,0.002766623,Ma
4005,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Coris julis,10,4,16930,fish,35.092,33.073,Achziv103Spring2016,0.0068,3.1178,8.918851085,0.002766623,Ma
4006,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,4,1.5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.010143297,0.033310378,PK
4007,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,6,1.5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,3.480889565,0.119086845,PK
4008,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Siganus rivulatus,10,4,16930,fish,35.092,33.073,Achziv103Spring2016,0.0075,3.203,11.9690936,NA,H
4009,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Siganus rivulatus,12,4,16930,fish,35.092,33.073,Achziv103Spring2016,0.0075,3.203,21.46242519,NA,H
4010,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Siganus rivulatus,12,4,16930,fish,35.092,33.073,Achziv103Spring2016,0.0075,3.203,21.46242519,NA,H
4011,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
4012,Achziv10,4,a,Achziv,R,Rocky,09/11/2017,2017,10,10,Fall,8,0.416666667,SE,Chromis chromis,8,0.5,17479,fish,35.092,33.073,Achziv104Fall2017,0.0147,3.0513,8.373669429,0.288948629,PK
4013,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
4014,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
4015,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
4016,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
4017,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
4018,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
4019,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
4020,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
4021,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
4022,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
4023,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
4024,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
4025,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
4026,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
4027,Achziv10,3,a,Achziv,R,Rocky,09/05/2016,2016,10,10,Spring,10,0.333333333,SE,Chromis chromis,5,5,16930,fish,35.092,33.073,Achziv103Spring2016,0.0147,3.0513,1.995650609,0.067524064,PK
