transect,a_b,site,reserve,habitat,sample_date,sample_year,depth,depth_category,season,site_id,tag,visibility,factor_visibility,observer,species,size,distance,date_id,taxonomy_group
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Chromis chromis,7,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Chromis chromis,7,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Chromis chromis,7,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Chromis chromis,7,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Chromis chromis,7,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Chromis chromis,7,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Chromis chromis,7,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Chromis chromis,7,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Chromis chromis,7,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Chromis chromis,7,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Coris julis,10,3,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Coris julis,10,3,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Coris julis,10,3,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Sparisoma cretense,6,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Sparisoma cretense,6,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Sparisoma cretense,6,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Sparisoma cretense,6,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Sparisoma cretense,6,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Sparisoma cretense,6,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Sparisoma cretense,6,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Sparisoma cretense,6,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Sparisoma cretense,6,4,17297,fish
4,a,Sdot yam,N,Rocky,11/05/2017,2017,45,45,Spring,SdotYam45,Sdot yamN454Spring2017,8,0.416666667,SE,Sparisoma cretense,6,4,17297,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Sargocentron rubrum,12,0,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,0,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,0,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,0,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,0,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Thalassoma pavo,10,0,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
1,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN331Spring2017,4,0.833333333,SE,Chromis chromis,4,3,17302,fish
2,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN332Spring2017,4,0.833333333,SE,Chromis chromis,5,1,17302,fish
2,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN332Spring2017,4,0.833333333,SE,Chromis chromis,5,1,17302,fish
2,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN332Spring2017,4,0.833333333,SE,Chromis chromis,5,1,17302,fish
2,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN332Spring2017,4,0.833333333,SE,Chromis chromis,5,1,17302,fish
2,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN332Spring2017,4,0.833333333,SE,Chromis chromis,5,1,17302,fish
2,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN332Spring2017,4,0.833333333,SE,Chromis chromis,5,1,17302,fish
2,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN332Spring2017,4,0.833333333,SE,Chromis chromis,5,1,17302,fish
2,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN332Spring2017,4,0.833333333,SE,Chromis chromis,6,1,17302,fish
2,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN332Spring2017,4,0.833333333,SE,Serranus cabrilla,6,1,17302,fish
2,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN332Spring2017,4,0.833333333,SE,Chromis chromis,6,0,17302,fish
2,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN332Spring2017,4,0.833333333,SE,Chromis chromis,6,0,17302,fish
2,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN332Spring2017,4,0.833333333,SE,Serranus cabrilla,6,0.5,17302,fish
2,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN332Spring2017,4,0.833333333,SE,Serranus cabrilla,8,0.5,17302,fish
3,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN333Spring2017,4,0.833333333,SE,Chromis chromis,6,1.5,17302,fish
3,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN333Spring2017,4,0.833333333,SE,Sargocentron rubrum,12,1.5,17302,fish
3,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN333Spring2017,4,0.833333333,SE,Epinephelus costae,20,2,17302,fish
3,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN333Spring2017,4,0.833333333,SE,Chromis chromis,7,1,17302,fish
4,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN4Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
4,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN4Spring2017,4,0.833333333,SE,Chromis chromis,6,0,17302,fish
4,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN4Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
4,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN4Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
4,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN4Spring2017,4,0.833333333,SE,Chromis chromis,6,2,17302,fish
4,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN4Spring2017,4,0.833333333,SE,Chromis chromis,8,2,17302,fish
4,a,Ashdod,N,Rocky,16/05/2017,2017,33,30,Spring,Ashdod30,AshdodN4Spring2017,4,0.833333333,SE,Chromis chromis,8,2,17302,fish
1,a,Ashkelon,N,Rocky,30/05/2017,2017,30,30,Spring,Ashkelon30,AshkelonN301Spring2017,4,0.833333333,SE,Chromis chromis,4,1,17316,fish
1,a,Ashkelon,N,Rocky,30/05/2017,2017,30,30,Spring,Ashkelon30,AshkelonN301Spring2017,4,0.833333333,SE,Chromis chromis,4,1,17316,fish
2,a,Ashkelon,N,Rocky,30/05/2017,2017,30,30,Spring,Ashkelon30,AshkelonN301Spring2017,4,0.833333333,SE,Chromis chromis,4,1,17316,fish
2,a,Ashkelon,N,Rocky,30/05/2017,2017,30,30,Spring,Ashkelon30,AshkelonN301Spring2017,4,0.833333333,SE,Thalassoma pavo,5,0.5,17316,fish
3,a,Ashkelon,N,Rocky,30/05/2017,2017,30,30,Spring,Ashkelon30,AshkelonN301Spring2017,3,1.111111111,SE,Empty transect,1,3,17316,fish
4,a,Ashkelon,N,Rocky,30/05/2017,2017,30,30,Spring,Ashkelon30,AshkelonN301Spring2017,3,1.111111111,SE,Chromis chromis,5,1,17316,fish
4,a,Ashkelon,N,Rocky,30/05/2017,2017,30,30,Spring,Ashkelon30,AshkelonN301Spring2017,3,1.111111111,SE,Chromis chromis,5,1,17316,fish
4,a,Ashkelon,N,Rocky,30/05/2017,2017,30,30,Spring,Ashkelon30,AshkelonN301Spring2017,3,1.111111111,SE,Chromis chromis,5,1,17316,fish
4,a,Ashkelon,N,Rocky,30/05/2017,2017,30,30,Spring,Ashkelon30,AshkelonN301Spring2017,3,1.111111111,SE,Chromis chromis,5,1,17316,fish
4,a,Ashkelon,N,Rocky,30/05/2017,2017,30,30,Spring,Ashkelon30,AshkelonN301Spring2017,3,1.111111111,SE,Chromis chromis,5,1,17316,fish
4,a,Ashkelon,N,Rocky,30/05/2017,2017,30,30,Spring,Ashkelon30,AshkelonN301Spring2017,3,1.111111111,SE,Chromis chromis,7,1.2,17316,fish
4,a,Ashkelon,N,Rocky,30/05/2017,2017,30,30,Spring,Ashkelon30,AshkelonN301Spring2017,3,1.111111111,SE,Chromis chromis,7,1.2,17316,fish
4,a,Ashkelon,N,Rocky,30/05/2017,2017,30,30,Spring,Ashkelon30,AshkelonN301Spring2017,3,1.111111111,SE,Serranus cabrilla,12,1,17316,fish
4,a,Ashkelon,N,Rocky,30/05/2017,2017,30,30,Spring,Ashkelon30,AshkelonN301Spring2017,3,1.111111111,SE,Chromis chromis,5,1,17316,fish
4,a,Ashkelon,N,Rocky,30/05/2017,2017,30,30,Spring,Ashkelon30,AshkelonN301Spring2017,3,1.111111111,SE,Chromis chromis,4,1.2,17316,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,7,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,7,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,7,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,7,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,7,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,7,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,7,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,7,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,7,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,7,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,7,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,10,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,10,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,10,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,10,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,10,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,10,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,10,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,10,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,10,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,12,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,12,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,12,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,12,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,12,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,12,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,12,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,12,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,12,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Sargocentron rubrum,12,1.2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Chromis chromis,6,2,17311,fish
1,a,Naharia,N,Rocky,25/05/2017,2017,45,45,Spring,Naharia45,NahariaN451Spring2017,8,0.416666667,SE,Coris julis,6,3,17311,fish
