"","site_id","site","reserve","sample_date","sample_year","depth_category","season","visibility","date_id","taxonomy_group","long","lat","tag","n_species_sample","n_ind_sample","Balistes capriscus","Chromis chromis","Coris julis","Dasyatis sp","Diplodus cervinus","Diplodus sargus","Diplodus vulgaris","Epinephelus costae","Epinephelus marginatus","Muraena helena","Mycteroperca rubra","Parupeneus forsskali","Pterois miles","Salpa salpa","Saprisoma cretense","Sardin sp","Sargocentron rubrum","Scarus ghobban","Sciaena umbra","Scomberomorus commerson","Seriola dumerili","Serranus cabrilla","Serranus scriba","Siganus luridus","Siganus rivulatus","Sparisoma cretense","Symphodus mediterraneus","Symphodus sp","Symphodus tinca","Thalassoma pavo","Torquigener flavimaculosus"
"103","SdotYam45","SdotYam","N","12/05/2021",2021,45,"Spring",7,18759,"fish",34.853,32.53,"SdotYam452Spring2021",2,91,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"104","SdotYam45","SdotYam","N","12/05/2021",2021,45,"Spring",7,18759,"fish",34.853,32.53,"SdotYam453Spring2021",5,20,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"105","SdotYam45","SdotYam","N","12/05/2021",2021,45,"Spring",7,18759,"fish",34.853,32.53,"SdotYam454Spring2021",4,75,0,70,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","SdotYam45","SdotYam","N","18/05/2016",2016,45,"Spring",6,16939,"fish",34.853,32.53,"SdotYam451Spring2016",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"107","SdotYam45","SdotYam","N","18/05/2016",2016,45,"Spring",6,16939,"fish",34.853,32.53,"SdotYam452Spring2016",2,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"108","SdotYam45","SdotYam","N","18/05/2016",2016,45,"Spring",6,16939,"fish",34.853,32.53,"SdotYam453Spring2016",3,34,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"109","SdotYam45","SdotYam","N","18/05/2016",2016,45,"Spring",6,16939,"fish",34.853,32.53,"SdotYam454Spring2016",3,308,0,302,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"110","SdotYam45","SdotYam","N","18/06/2015",2015,45,"Spring",10,16604,"fish",34.853,32.53,"SdotYam451Spring2015",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"111","SdotYam45","SdotYam","N","18/06/2015",2015,45,"Spring",10,16604,"fish",34.853,32.53,"SdotYam452Spring2015",2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"112","SdotYam45","SdotYam","N","18/06/2015",2015,45,"Spring",10,16604,"fish",34.853,32.53,"SdotYam453Spring2015",3,16,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"113","SdotYam45","SdotYam","N","20/05/2019",2019,45,"Spring",6,18036,"fish",34.853,32.53,"SdotYam451Spring2019",5,24,0,16,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
"114","SdotYam45","SdotYam","N","20/05/2019",2019,45,"Spring",6,18036,"fish",34.853,32.53,"SdotYam452Spring2019",3,38,0,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"115","SdotYam45","SdotYam","N","20/05/2019",2019,45,"Spring",6,18036,"fish",34.853,32.53,"SdotYam453Spring2019",4,110,0,107,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"116","SdotYam45","SdotYam","N","20/05/2019",2019,45,"Spring",6,18036,"fish",34.853,32.53,"SdotYam454Spring2019",5,12,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0
"117","SdotYam45","SdotYam","N","23/05/2018",2018,45,"Spring",6,17674,"fish",34.853,32.53,"SdotYam451Spring2018",3,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
"118","SdotYam45","SdotYam","N","23/05/2018",2018,45,"Spring",6,17674,"fish",34.853,32.53,"SdotYam452Spring2018",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"119","SdotYam45","SdotYam","N","23/05/2018",2018,45,"Spring",6,17674,"fish",34.853,32.53,"SdotYam453Spring2018",2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"120","SdotYam45","SdotYam","N","23/05/2018",2018,45,"Spring",6,17674,"fish",34.853,32.53,"SdotYam454Spring2018",3,7,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
